backers_count,blurb,category,converted_pledged_amount,country,country_displayable_name,created_at,creator,currency,currency_symbol,currency_trailing_code,current_currency,deadline,disable_communication,fx_rate,goal,id,is_disliked,is_in_post_campaign_pledging_phase,is_launched,is_liked,is_starrable,launched_at,location,name,percent_funded,photo,pledged,prelaunch_activated,profile,slug,source_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,urls,usd_exchange_rate,usd_pledged,usd_type,video
"0","A social platform exclusively for tattoo artists and enthusiasts.","{""id"":361,""name"":""Web"",""analytics_name"":""Web"",""slug"":""journalism/web"",""position"":5,""parent_id"":13,""parent_name"":""Journalism"",""color"":1228010,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/journalism/web""}}}","0","FR","France","1730912543","{""id"":1995055617,""name"":""Vladimir"",""slug"":""tatzo"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""has_admin_message_badge"":false,""partner_badge"":null,""ppo_has_action"":false,""backing_action_count"":0,""avatar"":{""thumb"":""https://i.kickstarter.com/assets/047/183/653/fcfd6886f7d06c085597dded405ea7ef_original.jpg?anim=false&fit=cover&height=40&origin=ugc&q=92&v=1730933487&width=40&sig=F9GCTEuJl69l26o%2BQVf0e%2BhVqnu%2FNdhYEpIx36UQVYI%3D"",""small"":""https://i.kickstarter.com/assets/047/183/653/fcfd6886f7d06c085597dded405ea7ef_original.jpg?anim=false&fit=cover&height=80&origin=ugc&q=92&v=1730933487&width=80&sig=QvuMhJDLIIFhRiAmw4s%2FUbcRjefBsv%2F6wpmKexbJUVQ%3D"",""medium"":""https://i.kickstarter.com/assets/047/183/653/fcfd6886f7d06c085597dded405ea7ef_original.jpg?anim=false&fit=cover&height=160&origin=ugc&q=92&v=1730933487&width=160&sig=rBmmNP4Mn5J5pN9R1I%2FGRrnoaZMU8mT5UOap7cRRkUk%3D""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/tatzo""},""api"":{""user"":""https://api.kickstarter.com/v1/users/1995055617?signature=1789101663.515d53e2e1e8873a4da5cb8d6d27832596742a8f""}}}","EUR","€","false","USD","1736617477","false","1.16387473","10000","1333795599","null","false","true","null","false","1731433477","{""id"":615702,""name"":""Paris"",""slug"":""paris-fr"",""short_name"":""Paris, France"",""displayable_name"":""Paris, France"",""localized_name"":""Paris"",""country"":""FR"",""state"":""Ile-de-France"",""type"":""Town"",""is_root"":false,""expanded_country"":""France"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/paris-fr"",""location"":""https://www.kickstarter.com/locations/paris-fr""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1789084460.d66d98ee1b9a9e423427d2fc9f3055b27727e65d&woe_id=615702""}}}","Tatzo","0","{""key"":""assets/047/179/995/eb40b78b77e5ff2e03dd57037915927a_original.jpg"",""full"":""https://i.kickstarter.com/assets/047/179/995/eb40b78b77e5ff2e03dd57037915927a_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1730912697&width=560&sig=9ssaYPH8FwCBlp6kvxLClMuLyjAzp5hI4gHW%2Bv2hEwk%3D"",""ed"":""https://i.kickstarter.com/assets/047/179/995/eb40b78b77e5ff2e03dd57037915927a_original.jpg?anim=false&fit=cover&gravity=auto&height=198&origin=ugc&q=92&v=1730912697&width=352&sig=eyji%2BRGy6nvhH%2BXTgA44YF9oQKZi%2FMecgontjVE89h8%3D"",""med"":""https://i.kickstarter.com/assets/047/179/995/eb40b78b77e5ff2e03dd57037915927a_original.jpg?anim=false&fit=cover&gravity=auto&height=153&origin=ugc&q=92&v=1730912697&width=272&sig=bFBlf52b06By%2Bw3iaCiI0d8ADfKcvk0%2FRCBx9AAAv4M%3D"",""little"":""https://i.kickstarter.com/assets/047/179/995/eb40b78b77e5ff2e03dd57037915927a_original.jpg?anim=false&fit=cover&gravity=auto&height=117&origin=ugc&q=92&v=1730912697&width=208&sig=rTwfWQ%2BGZPUQgls0xcugzz0kSP9yYf6HW0uGVkSEjPg%3D"",""small"":""https://i.kickstarter.com/assets/047/179/995/eb40b78b77e5ff2e03dd57037915927a_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1730912697&width=160&sig=gnmnx8DgNNVkYTUdVOxaCIk7pMvscOUcL0VSHNw%2FfGQ%3D"",""thumb"":""https://i.kickstarter.com/assets/047/179/995/eb40b78b77e5ff2e03dd57037915927a_original.jpg?anim=false&fit=cover&gravity=auto&height=27&origin=ugc&q=92&v=1730912697&width=48&sig=kwkjlymwr98eBSRa2HhGCETeAZGNxZzxVhEfeonqxa0%3D"",""1024x576"":""https://i.kickstarter.com/assets/047/179/995/eb40b78b77e5ff2e03dd57037915927a_original.jpg?anim=false&fit=cover&gravity=auto&height=576&origin=ugc&q=92&v=1730912697&width=1024&sig=dFlTJ7F1vD1IbviIHV6c0NGNbYeWvWlPPLr5GumMCs0%3D"",""1536x864"":""https://i.kickstarter.com/assets/047/179/995/eb40b78b77e5ff2e03dd57037915927a_original.jpg?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1730912697&width=1552&sig=rwuZUjDrLMiaKIdpmCwEIm0vXyF1Z4kUFqWUZpcgepE%3D""}","0","false","{""id"":5063858,""project_id"":5063858,""state"":""inactive"",""state_changed_at"":1730912543,""name"":""Tatzo"",""blurb"":null,""background_color"":null,""text_color"":null,""link_background_color"":null,""link_text_color"":null,""link_text"":null,""link_url"":null,""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://i.kickstarter.com/assets/047/179/995/eb40b78b77e5ff2e03dd57037915927a_original.jpg?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1730912697&width=1552&sig=rwuZUjDrLMiaKIdpmCwEIm0vXyF1Z4kUFqWUZpcgepE%3D"",""baseball_card"":""https://i.kickstarter.com/assets/047/179/995/eb40b78b77e5ff2e03dd57037915927a_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1730912697&width=560&sig=9ssaYPH8FwCBlp6kvxLClMuLyjAzp5hI4gHW%2Bv2hEwk%3D""}}}","tatzo","https://www.kickstarter.com/discover/categories/journalism/web?sort=magic&agg_fields=state&category_id%5B%5D=361&state%5B%5D=upcoming&state%5B%5D=live&state%5B%5D=late_pledge","false","false","failed","1736617477","1.07141977","{""web"":{""project"":""https://www.kickstarter.com/projects/tatzo/tatzo"",""rewards"":""https://www.kickstarter.com/projects/tatzo/tatzo/rewards""}}","1.02565049","0.0","domestic","{""id"":1326673,""status"":""successful"",""hls"":""https://v2.kickstarter.com/1788984458-ZSqWp8DN%2FFJ0JSoR%2BsLeKC11l2VTM2dyTbdwWV%2B77jw%3D/projects/5024382/video-1326673-hls_playlist.m3u8"",""hls_type"":""application/x-mpegURL"",""high"":""https://v2.kickstarter.com/1788984458-ZSqWp8DN%2FFJ0JSoR%2BsLeKC11l2VTM2dyTbdwWV%2B77jw%3D/projects/5024382/video-1326673-h264_high.mp4"",""high_type"":""video/mp4; codecs=""avc1.64001E, mp4a.40.2"""",""base"":""https://v2.kickstarter.com/1788984458-ZSqWp8DN%2FFJ0JSoR%2BsLeKC11l2VTM2dyTbdwWV%2B77jw%3D/projects/5024382/video-1326673-h264_base.mp4"",""base_type"":""video/mp4; codecs=""avc1.42E01E, mp4a.40.2"""",""tracks"":""[]"",""width"":640,""height"":360,""frame"":""https://d15chbti7ht62o.cloudfront.net/projects/5024382/video-1326673-h264_high.jpg?2024""}"
"4","From Thin Air is a surrealist photography project combining the familiar with the unfamiliar to evoke a feeling of the unknown.","{""id"":276,""name"":""Fine Art"",""analytics_name"":""Fine Art"",""slug"":""photography/fine art"",""position"":2,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/fine%20art""}}}","23","CA","Canada","1495571934","{""id"":84367635,""name"":""Jared Lane"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""has_admin_message_badge"":false,""partner_badge"":null,""ppo_has_action"":false,""backing_action_count"":0,""avatar"":{""thumb"":""https://i.kickstarter.com/assets/016/796/158/1debb8bbf81d49cdfd6490675e0b397e_original.jpg?anim=false&fit=cover&height=40&origin=ugc&q=92&v=1495583787&width=40&sig=RPN9c%2BsSBsIqdgwwdmsgESRiL3VsFeZRbcWt4sJl9PE%3D"",""small"":""https://i.kickstarter.com/assets/016/796/158/1debb8bbf81d49cdfd6490675e0b397e_original.jpg?anim=false&fit=cover&height=80&origin=ugc&q=92&v=1495583787&width=80&sig=fzr0hbIWjcWLpj1IeOCQmuJQt9SwjyuGUYKBz7KamLk%3D"",""medium"":""https://i.kickstarter.com/assets/016/796/158/1debb8bbf81d49cdfd6490675e0b397e_original.jpg?anim=false&fit=cover&height=160&origin=ugc&q=92&v=1495583787&width=160&sig=XYEMpmzwWZrQe3iQZXYVTmw69oG9CPGRAkk93ka5TE4%3D""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/84367635""},""api"":{""user"":""https://api.kickstarter.com/v1/users/84367635?signature=1789101663.c6d0a958833ea6aaf684fc6eff87e8a2ab2cf15e""}}}","CAD","$","true","USD","1498250280","false","0.72427712","6600","605294253","null","false","true","null","false","1495664773","{""id"":8676,""name"":""Edmonton"",""slug"":""edmonton-ca"",""short_name"":""Edmonton, Canada"",""displayable_name"":""Edmonton, Canada"",""localized_name"":""Edmonton"",""country"":""CA"",""state"":""AB"",""type"":""Town"",""is_root"":false,""expanded_country"":""Canada"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/edmonton-ca"",""location"":""https://www.kickstarter.com/locations/edmonton-ca""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1789085589.cddd4f161691e823c96993e59440f42edf7aaf47&woe_id=8676""}}}","From Thin Air - An Exploration of Identity","0.469696969697","{""key"":""assets/016/793/835/ba86be2be0a977a5049993fc9c473a48_original.jpg"",""full"":""https://i.kickstarter.com/assets/016/793/835/ba86be2be0a977a5049993fc9c473a48_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1495584282&width=560&sig=fR1UVt6OGvdBhfQD0ePfavLsCzK8xqgHnyNB%2B9ht1Ws%3D"",""ed"":""https://i.kickstarter.com/assets/016/793/835/ba86be2be0a977a5049993fc9c473a48_original.jpg?anim=false&fit=cover&gravity=auto&height=198&origin=ugc&q=92&v=1495584282&width=352&sig=WVV5v8cNmA3asTS%2BPCEkHgXzHpFYEYxx5DAaA8UMt9w%3D"",""med"":""https://i.kickstarter.com/assets/016/793/835/ba86be2be0a977a5049993fc9c473a48_original.jpg?anim=false&fit=cover&gravity=auto&height=153&origin=ugc&q=92&v=1495584282&width=272&sig=rLAsGKaWYo%2BrKqt7iNjzijTt7C0CgYhaJlsyVl6vs2o%3D"",""little"":""https://i.kickstarter.com/assets/016/793/835/ba86be2be0a977a5049993fc9c473a48_original.jpg?anim=false&fit=cover&gravity=auto&height=117&origin=ugc&q=92&v=1495584282&width=208&sig=FnKuAbdrk7aZyODlUPMM%2BuPMniDYiBeZ8hNFG8p8rCI%3D"",""small"":""https://i.kickstarter.com/assets/016/793/835/ba86be2be0a977a5049993fc9c473a48_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1495584282&width=160&sig=PJ3OyA%2Fg9BsJztuzDvnJ1ZrT1LUuBFyacihKSuaT8w0%3D"",""thumb"":""https://i.kickstarter.com/assets/016/793/835/ba86be2be0a977a5049993fc9c473a48_original.jpg?anim=false&fit=cover&gravity=auto&height=27&origin=ugc&q=92&v=1495584282&width=48&sig=RQpFWOtZoNccCSsP2p2rpprhA06ZSO4CKd9NzyOGn6Y%3D"",""1024x576"":""https://i.kickstarter.com/assets/016/793/835/ba86be2be0a977a5049993fc9c473a48_original.jpg?anim=false&fit=cover&gravity=auto&height=576&origin=ugc&q=92&v=1495584282&width=1024&sig=AAUpLuNPJM2dKkQikyr19HSTMjfCoOhMc9y559dXArk%3D"",""1536x864"":""https://i.kickstarter.com/assets/016/793/835/ba86be2be0a977a5049993fc9c473a48_original.jpg?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1495584282&width=1552&sig=zavlx4mjWezrIJgaV%2FjePHPQojj3TFug2gs4ClZMzOw%3D""}","31","false","{""id"":3011814,""project_id"":3011814,""state"":""inactive"",""state_changed_at"":1495571934,""name"":""From Thin Air - An Exploration of Identity"",""blurb"":null,""background_color"":null,""text_color"":null,""link_background_color"":null,""link_text_color"":null,""link_text"":null,""link_url"":null,""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://i.kickstarter.com/assets/016/793/835/ba86be2be0a977a5049993fc9c473a48_original.jpg?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1495584282&width=1552&sig=zavlx4mjWezrIJgaV%2FjePHPQojj3TFug2gs4ClZMzOw%3D"",""baseball_card"":""https://i.kickstarter.com/assets/016/793/835/ba86be2be0a977a5049993fc9c473a48_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1495584282&width=560&sig=fR1UVt6OGvdBhfQD0ePfavLsCzK8xqgHnyNB%2B9ht1Ws%3D""}}}","from-thin-air-an-exploration-of-identity","https://www.kickstarter.com/discover/categories/photography/fine%20art?sort=magic&agg_fields=state&category_id%5B%5D=276&state%5B%5D=upcoming&state%5B%5D=live&state%5B%5D=late_pledge","false","false","failed","1498250281","0.74124039","{""web"":{""project"":""https://www.kickstarter.com/projects/84367635/from-thin-air-an-exploration-of-identity"",""rewards"":""https://www.kickstarter.com/projects/84367635/from-thin-air-an-exploration-of-identity/rewards""}}","0.75645368","22.97845209","domestic","null"
"31","Designed as a puzzle and curated as an experience. Discover details and display art that has your personal touch.","{""id"":23,""name"":""Painting"",""analytics_name"":""Painting"",""slug"":""art/painting"",""position"":7,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/painting""}}}","2471","CA","Canada","1711402329","{""id"":1634610447,""name"":""Pumbhirri by Isha"",""slug"":""pumbhirri-by-isha"",""is_registered"":null,""is_email_verified"":null,""chosen_currency"":null,""is_superbacker"":null,""has_admin_message_badge"":false,""partner_badge"":null,""ppo_has_action"":false,""backing_action_count"":0,""avatar"":{""thumb"":""https://i.kickstarter.com/assets/044/570/410/9794b8a9378bffea126999bf2f8670cb_original.jpg?anim=false&fit=cover&height=40&origin=ugc&q=92&v=1712158127&width=40&sig=WFTlmAEQiwKKRsYkWeuMWTSCWzoEgGF1rWFDzsh1ES0%3D"",""small"":""https://i.kickstarter.com/assets/044/570/410/9794b8a9378bffea126999bf2f8670cb_original.jpg?anim=false&fit=cover&height=80&origin=ugc&q=92&v=1712158127&width=80&sig=HnGrAs2YwICzeIUxcsgy%2BzVcjS%2F8dRTK6bBZCSew4Yw%3D"",""medium"":""https://i.kickstarter.com/assets/044/570/410/9794b8a9378bffea126999bf2f8670cb_original.jpg?anim=false&fit=cover&height=160&origin=ugc&q=92&v=1712158127&width=160&sig=piFeSdwRzV2UpCsW0sr7Ikuseb5Q0vVJnq4V2645LqY%3D""},""urls"":{""web"":{""user"":""https://www.kickstarter.com/profile/pumbhirri-by-isha""},""api"":{""user"":""https://api.kickstarter.com/v1/users/1634610447?signature=1789101664.d53020874cfc26618951f8b58831afe9841f10b9""}}}","CAD","$","true","USD","1726354660","false","0.72427712","2400","1967362874","null","false","true","null","false","1723762660","{""id"":4118,""name"":""Toronto"",""slug"":""toronto-on-ca"",""short_name"":""Toronto, Canada"",""displayable_name"":""Toronto, Canada"",""localized_name"":""Toronto"",""country"":""CA"",""state"":""ON"",""type"":""Town"",""is_root"":false,""expanded_country"":""Canada"",""urls"":{""web"":{""discover"":""https://www.kickstarter.com/discover/places/toronto-on-ca"",""location"":""https://www.kickstarter.com/locations/toronto-on-ca""},""api"":{""nearby_projects"":""https://api.kickstarter.com/v1/discover?signature=1789084415.3e02fb025572eda4ab0338ec8f5ae7eed4332a48&woe_id=4118""}}}","3-in-1 artwork - Play as puzzle and Display as art","140.041666666667","{""key"":""assets/046/083/574/e8cae6f51f93f9d8179b31e944bb4fec_original.png"",""full"":""https://i.kickstarter.com/assets/046/083/574/e8cae6f51f93f9d8179b31e944bb4fec_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1723665936&width=560&sig=A7hWFjLwY7wB%2Bb0OhVouqSE%2BnAhb65JsUSPo4E5Ol00%3D"",""ed"":""https://i.kickstarter.com/assets/046/083/574/e8cae6f51f93f9d8179b31e944bb4fec_original.png?anim=false&fit=cover&gravity=auto&height=198&origin=ugc&q=92&v=1723665936&width=352&sig=sYXA7VYEAlGBsdgczkJyzQ91n46MKYQHnqqznQ%2BTX48%3D"",""med"":""https://i.kickstarter.com/assets/046/083/574/e8cae6f51f93f9d8179b31e944bb4fec_original.png?anim=false&fit=cover&gravity=auto&height=153&origin=ugc&q=92&v=1723665936&width=272&sig=g%2BQXbMGaEYtEj4YP3AHXDfCO5GpxSoSrwBh96btgGZg%3D"",""little"":""https://i.kickstarter.com/assets/046/083/574/e8cae6f51f93f9d8179b31e944bb4fec_original.png?anim=false&fit=cover&gravity=auto&height=117&origin=ugc&q=92&v=1723665936&width=208&sig=F0cUSM7n%2Fw8H9BICduqhdZgBR%2FuAAzvG0G%2B7mtOhrOc%3D"",""small"":""https://i.kickstarter.com/assets/046/083/574/e8cae6f51f93f9d8179b31e944bb4fec_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1723665936&width=160&sig=wECWz10OUuabhywK35XufC3yHZcZml7LbrmP8q7Rd88%3D"",""thumb"":""https://i.kickstarter.com/assets/046/083/574/e8cae6f51f93f9d8179b31e944bb4fec_original.png?anim=false&fit=cover&gravity=auto&height=27&origin=ugc&q=92&v=1723665936&width=48&sig=U6%2BdSmQPKWx50t6v5TxjuFZjhQd3BN%2BFoZgOZKt6ZEg%3D"",""1024x576"":""https://i.kickstarter.com/assets/046/083/574/e8cae6f51f93f9d8179b31e944bb4fec_original.png?anim=false&fit=cover&gravity=auto&height=576&origin=ugc&q=92&v=1723665936&width=1024&sig=Uat4s4GyAGSwbPtIygesTqglCiy4Ft5IFX4tM%2F4Fq8k%3D"",""1536x864"":""https://i.kickstarter.com/assets/046/083/574/e8cae6f51f93f9d8179b31e944bb4fec_original.png?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1723665936&width=1552&sig=no3PK3kriZlBmv02PrGADeHqzF7gZcQNHJvL9UtwwYE%3D""}","3361","true","{""id"":4814715,""project_id"":4814715,""state"":""active"",""state_changed_at"":1727412411,""name"":""3-in-1 artwork - Play as puzzle and Display as art"",""blurb"":""Designed as a puzzle and curated as an experience. Discover details and display art that has your personal touch."",""background_color"":"""",""text_color"":"""",""link_background_color"":""935868"",""link_text_color"":"""",""link_text"":""More at Pumbhirri Studios"",""link_url"":""https://pumbhirri.com/"",""show_feature_image"":false,""background_image_opacity"":0.8,""should_show_feature_image_section"":true,""feature_image_attributes"":{""image_urls"":{""default"":""https://i.kickstarter.com/assets/046/083/574/e8cae6f51f93f9d8179b31e944bb4fec_original.png?anim=false&fit=cover&gravity=auto&height=873&origin=ugc&q=92&v=1723665936&width=1552&sig=no3PK3kriZlBmv02PrGADeHqzF7gZcQNHJvL9UtwwYE%3D"",""baseball_card"":""https://i.kickstarter.com/assets/046/083/574/e8cae6f51f93f9d8179b31e944bb4fec_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1723665936&width=560&sig=A7hWFjLwY7wB%2Bb0OhVouqSE%2BnAhb65JsUSPo4E5Ol00%3D""}}}","3-in-1-artwork-play-as-puzzle-and-display-as-art","https://www.kickstarter.com/discover/categories/art/painting?sort=magic&agg_fields=state&category_id%5B%5D=23&state%5B%5D=upcoming&state%5B%5D=live&state%5B%5D=late_pledge","true","false","successful","1726354660","0.72895436","{""web"":{""project"":""https://www.kickstarter.com/projects/pumbhirri-by-isha/3-in-1-artwork-play-as-puzzle-and-display-as-art"",""rewards"":""https://www.kickstarter.com/projects/pumbhirri-by-isha/3-in-1-artwork-play-as-puzzle-and-display-as-art/rewards""}}","0.7354834","2450.01560396","domestic","{""id"":1307959,""status"":""successful"",""hls"":""https://v2.kickstarter.com/1788942583-UmvwXQhj2Q89JXUQUo7x0fV4UaN%2F4e29HwO2D74meJo%3D/projects/4775239/video-1307959-hls_playlist.m3u8"",""hls_type"":""application/x-mpegURL"",""high"":""https://v2.kickstarter.com/1788942583-UmvwXQhj2Q89JXUQUo7x0fV4UaN%2F4e29HwO2D74meJo%3D/projects/4775239/video-1307959-h264_high.mp4"",""high_type"":""video/mp4; codecs=""avc1.64001E, mp4a.40.2"""",""base"":""https://v2.kickstarter.com/1788942583-UmvwXQhj2Q89JXUQUo7x0fV4UaN%2F4e29HwO2D74meJo%3D/projects/4775239/video-1307959-h264_base.mp4"",""base_type"":""video/mp4; codecs=""avc1.42E01E, mp4a.40.2"""",""tracks"":""[{""video_track"":{""id"":222492,""tid"":484989304,""captionable_id"":1307959,""captionable_type"":""Video"",""kind"":""captions"",""language"":""en"",""created_at"":""2024-08-14T16:05:49-04:00"",""updated_at"":""2024-08-14T16:05:49-04:00"",""import_status"":""none""}}]"",""width"":1280,""height"":720,""frame"":""https://d15chbti7ht62o.cloudfront.net/projects/4775239/video-1307959-h264_720.jpg?2024""}"
